HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_DE_VEHICULOS_DANADOS,DISTRITO,ZONA,TIPO_DE_VIA,RED_VIAL,EXISTE_CICLOVIA,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_DE_VIA,PERFIL_LONGITUDINAL_VIA,SUPERFICIE_DE_CALZADA,SENALIZACION,DIA_DE_LA_SEMANA,MES,PERIODO_DEL_DIA,FERIADO,ACCIDENTE,FECHA_SINIESTRO
13,2,1,20,1,8,1,1,0,2,1,0,1,0,4,10,1,0,1,2021-10-22
18,0,1,2,1,5,1,0,0,3,0,1,1,0,3,5,1,0,1,2023-05-11
9,2,1,2,1,1,1,0,0,2,0,0,1,0,1,1,3,1,0,
14,1,1,7,0,0,2,0,1,0,0,0,1,0,1,3,1,0,0,
20,4,1,18,1,0,2,0,0,2,0,0,1,0,3,7,2,0,0,
7,2,1,7,1,1,1,0,0,3,1,0,1,0,0,2,3,0,1,2021-02-01
8,1,1,47,1,1,1,0,0,3,1,0,1,0,5,12,3,0,1,2023-12-30
16,2,1,4,1,1,1,0,0,1,1,0,1,0,1,11,1,1,1,2022-11-08
2,5,1,56,1,0,3,0,0,3,1,0,1,0,6,8,2,0,1,2021-08-08
5,1,1,10,1,0,2,1,0,2,0,0,1,0,0,10,0,0,1,2021-10-11
1,2,1,47,1,1,1,0,0,1,0,0,2,0,5,7,2,0,1,2021-07-03
9,1,1,11,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,
3,1,1,30,1,0,2,0,0,2,0,0,1,1,4,11,0,0,1,2023-11-03
14,2,2,14,1,0,2,0,1,3,0,0,1,0,1,12,1,0,0,
6,2,1,19,1,0,2,1,0,3,0,0,1,0,2,7,0,0,0,
23,0,1,16,1,2,1,1,0,2,0,1,1,0,3,6,2,0,0,
8,2,1,15,1,0,2,0,0,1,6,0,1,0,2,10,3,0,0,
7,2,2,13,0,0,3,0,0,0,0,0,1,0,6,10,3,0,1,2021-10-03
21,2,2,14,0,0,2,0,0,0,0,0,1,1,2,12,2,0,1,2022-12-21
23,1,1,37,1,1,1,0,0,2,0,0,1,0,1,2,2,0,0,
21,2,3,63,1,1,3,0,0,2,1,0,1,0,0,12,3,0,0,
6,0,1,12,0,0,2,0,0,0,0,0,1,0,6,5,0,0,1,2023-05-21
22,6,1,10,1,1,1,0,0,3,0,0,1,0,4,7,2,0,0,
20,1,1,28,0,0,2,0,0,0,0,1,1,0,0,11,2,0,1,2021-11-22
14,1,1,26,0,0,2,0,0,0,0,0,1,0,1,12,1,0,0,
14,0,1,46,1,0,2,0,0,2,4,0,1,1,1,7,1,0,1,2023-07-25
20,2,1,20,1,1,1,0,0,3,0,0,1,0,6,10,2,0,1,2023-10-15
4,2,1,31,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,2022-01-24
21,2,1,30,1,0,2,0,0,2,0,0,1,0,2,2,2,0,1,2023-02-22
5,5,1,8,0,0,2,0,0,1,0,0,1,1,6,11,0,0,0,
11,2,1,9,1,0,2,0,0,1,0,0,1,0,2,7,3,0,0,
21,0,1,15,1,1,1,0,0,3,0,0,1,0,6,10,2,0,0,
17,0,1,36,1,0,2,0,0,3,4,0,1,0,3,7,1,0,1,2022-07-14
16,0,1,43,0,0,2,0,2,0,5,0,1,1,6,1,1,0,1,2021-01-03
5,1,1,5,1,0,2,1,0,2,0,0,1,0,0,10,0,0,0,
9,2,1,26,1,0,2,0,0,4,0,0,3,1,2,6,0,1,0,
11,2,2,76,1,0,2,0,0,3,1,0,1,1,6,4,1,0,0,
12,1,1,12,1,1,1,0,1,3,1,0,1,0,5,12,3,0,0,
14,5,1,31,1,1,1,0,0,2,0,0,1,0,2,6,1,0,1,2021-06-23
15,2,1,12,1,1,1,0,0,2,1,0,1,0,3,11,1,0,1,2021-11-25
17,2,1,39,1,1,1,0,0,1,0,0,1,0,2,4,1,1,1,2021-04-14
0,6,1,39,1,1,1,0,0,2,1,1,1,0,3,7,2,0,0,
23,1,1,56,1,1,1,0,0,1,0,0,1,0,0,6,2,0,0,
10,1,1,30,1,5,1,0,0,3,1,0,1,0,5,5,3,0,1,2023-05-13
15,2,1,31,0,1,1,0,0,4,4,1,1,0,1,4,1,1,1,2023-04-25
5,2,1,17,1,0,2,0,0,2,0,0,1,1,3,6,0,0,0,
21,1,1,40,1,1,1,0,0,2,0,0,1,0,0,11,2,0,0,
5,2,1,1,1,5,1,0,0,3,0,0,1,0,0,11,0,0,1,2022-11-07
1,0,1,41,1,1,1,0,0,2,0,0,1,0,5,9,2,0,1,2023-09-02
15,1,1,15,1,0,2,0,0,1,0,0,1,0,4,7,1,0,1,2021-07-02
23,1,1,7,1,1,1,0,0,3,0,0,1,0,4,12,2,0,1,2022-12-23
6,5,1,47,1,1,1,1,0,2,1,0,1,0,6,6,0,0,1,2022-06-19
11,3,1,7,1,1,1,0,0,3,4,0,1,0,4,11,3,0,1,2022-11-25
16,0,1,10,1,0,1,0,0,3,0,1,0,0,5,12,1,0,0,
4,7,1,42,0,0,0,0,0,0,4,0,1,0,4,2,0,0,0,
4,2,2,24,1,1,1,0,0,2,0,0,1,0,2,7,0,0,1,2022-07-13
6,2,1,23,1,0,2,0,0,1,0,0,1,0,5,6,0,0,1,2022-06-18
8,2,2,30,1,1,1,0,0,3,1,0,1,0,2,2,3,0,1,2021-02-24
0,2,1,12,1,1,1,0,0,2,1,0,1,0,6,5,2,0,0,
20,2,1,15,1,0,2,0,0,4,2,0,1,0,6,11,2,0,1,2021-11-07
5,2,1,1,1,1,1,0,0,3,1,1,1,1,4,7,0,0,1,2023-07-21
20,1,1,21,1,1,1,0,0,2,0,0,1,0,4,5,2,0,1,2022-05-06
5,2,1,41,1,1,1,0,0,1,0,0,1,0,3,9,0,0,0,
1,2,2,34,0,0,2,0,0,0,0,0,1,1,6,3,2,0,1,2022-03-20
10,4,1,7,1,1,1,0,0,2,0,0,1,0,6,8,3,0,1,2022-08-14
7,2,1,41,1,1,1,0,0,2,0,0,1,0,5,6,3,0,1,2023-06-10
1,0,1,7,1,1,1,0,0,2,0,0,1,0,5,1,2,0,1,2023-01-14
18,1,1,40,1,0,2,0,3,2,0,0,1,0,6,8,1,0,1,2021-08-22
14,1,1,2,1,1,1,0,0,3,4,0,1,0,6,4,1,1,1,2023-04-23
6,2,1,35,1,5,1,0,0,2,1,0,1,0,1,9,0,0,1,2023-09-19
3,1,1,7,1,0,2,0,0,3,6,0,1,0,5,3,0,0,1,2021-03-06
21,0,1,15,1,0,2,0,0,3,0,0,1,0,1,9,2,0,1,2021-09-14
19,2,1,42,1,0,2,0,0,3,0,0,1,0,6,7,2,0,1,2021-07-18
14,2,1,18,1,1,1,0,1,3,1,0,1,0,6,8,1,0,1,2021-08-29
19,2,2,44,0,0,2,0,0,0,0,0,1,1,6,10,2,0,1,2023-10-15
8,2,1,31,1,0,2,0,0,1,6,0,1,0,2,10,3,0,1,2021-10-13
5,7,1,20,1,0,2,0,0,2,0,0,1,0,3,9,0,0,1,2022-09-08
17,0,1,21,0,0,0,0,0,0,4,0,1,0,5,6,1,0,0,
1,0,1,2,1,0,0,0,0,2,0,0,1,0,0,11,2,0,0,
12,5,1,7,1,1,1,0,0,1,0,0,1,1,0,11,3,0,0,
15,1,1,15,1,1,1,0,0,2,0,0,1,0,0,5,1,0,1,2022-05-02
18,2,1,15,1,4,1,0,3,2,0,0,1,0,3,6,1,0,0,
0,5,1,50,1,2,1,0,0,2,4,0,1,0,3,6,2,0,1,2022-06-30
15,2,1,20,0,0,2,0,0,1,0,0,1,0,5,5,1,0,1,2023-05-06
21,7,1,42,1,2,1,0,1,0,0,0,1,0,6,2,2,0,0,
20,2,1,10,1,0,2,0,0,2,0,0,1,0,0,5,2,0,1,2023-05-22
2,5,1,37,1,1,1,0,0,3,0,0,1,0,6,9,2,0,1,2023-09-24
12,2,1,5,1,1,1,1,0,2,1,0,1,0,6,3,3,0,1,2023-03-05
8,4,2,9,0,1,1,0,0,0,0,0,1,0,1,3,3,0,0,
13,0,1,44,0,0,2,0,0,0,0,0,1,0,0,11,1,0,1,2023-11-13
6,5,1,20,1,1,1,0,0,2,1,0,1,1,2,1,0,0,0,
13,1,1,50,1,1,1,1,0,3,1,0,1,0,3,7,1,0,1,2022-07-07
16,1,1,19,1,2,1,0,0,4,0,0,1,0,4,8,1,0,1,2021-08-13
18,1,1,9,1,0,2,0,0,1,0,0,1,0,0,4,2,0,0,
16,2,1,34,1,1,1,0,0,2,1,0,1,0,6,12,1,0,0,
19,5,1,3,1,0,2,0,0,3,1,0,1,0,3,9,2,0,0,
22,1,1,21,1,1,1,1,0,2,1,0,1,0,0,12,2,0,1,2022-12-19
5,1,1,1,0,0,2,0,0,0,0,1,1,1,0,4,0,0,0,
10,1,1,10,1,0,2,0,1,1,0,0,2,0,1,6,3,0,1,2021-06-01
12,0,1,19,1,1,1,0,0,2,1,0,1,0,6,10,3,0,0,
9,1,1,6,1,0,2,0,1,3,0,1,1,0,1,12,3,0,0,
19,2,1,18,1,1,1,0,0,2,0,0,1,0,5,9,2,0,1,2023-09-30
18,1,1,37,1,1,1,0,0,2,0,0,1,0,6,7,1,0,1,2022-07-10
8,2,1,7,1,0,2,0,0,2,0,0,1,0,1,2,3,0,0,
15,2,1,21,1,1,1,0,0,3,1,0,1,0,0,2,1,0,1,2022-02-14
12,7,1,26,1,1,1,0,0,1,0,0,1,0,0,4,3,0,1,2021-04-26
19,3,1,21,1,4,1,0,0,3,0,0,1,0,5,1,2,0,1,2023-01-21
22,0,1,4,1,0,2,0,0,2,4,0,1,1,4,12,2,0,1,2022-12-02
6,4,1,30,1,0,2,0,0,3,0,0,1,0,1,12,0,0,1,2022-12-20
16,0,1,50,1,1,1,0,0,3,1,0,1,1,5,4,1,0,1,2023-04-29
2,2,1,23,1,1,1,0,0,2,1,0,1,0,6,9,2,0,0,
7,2,2,13,0,0,2,0,0,0,0,0,1,0,6,12,3,0,0,
10,1,1,15,1,0,2,0,0,2,1,0,1,0,6,11,3,0,1,2021-11-07
20,1,1,10,1,4,1,0,0,4,0,0,1,0,1,6,2,0,0,
16,1,1,71,1,0,2,0,1,3,0,0,1,0,0,9,0,0,0,
22,0,1,26,0,0,0,0,0,0,0,0,0,0,6,8,2,0,0,
19,1,1,30,1,5,1,0,0,2,0,0,1,1,3,11,2,0,1,2022-11-24
8,0,1,20,1,0,2,0,0,2,0,0,1,0,4,4,3,0,0,
6,0,2,56,0,0,2,0,0,0,1,0,1,1,3,7,0,0,0,
19,1,1,13,1,5,1,0,0,2,0,0,1,1,3,11,2,0,0,
14,1,1,19,1,1,1,0,0,3,1,1,1,0,4,11,1,0,1,2022-11-11
4,1,1,28,1,0,2,0,0,0,1,0,1,1,6,7,0,0,0,
17,1,1,6,1,1,1,0,0,4,0,0,1,1,0,11,1,0,0,
5,2,1,14,1,0,2,0,0,1,0,0,1,0,0,2,0,0,0,
12,5,1,22,0,0,2,0,1,0,0,0,1,0,3,8,3,0,1,2021-08-12
11,5,1,40,1,0,2,0,0,0,0,0,1,0,3,11,3,0,1,2023-11-02
23,0,1,12,0,0,2,0,0,0,0,0,1,0,1,10,2,0,0,
17,1,1,23,1,1,1,0,3,3,0,0,1,0,2,9,1,0,1,2021-09-01
7,0,1,47,1,6,1,0,0,2,4,1,1,0,6,12,3,0,0,
4,1,1,21,1,1,1,0,0,2,1,1,1,0,5,1,0,0,0,
5,2,2,9,1,1,1,0,0,4,1,1,1,0,0,3,0,0,0,
2,7,1,14,0,0,3,0,0,0,0,0,1,0,6,7,2,0,1,2022-07-10
14,2,2,15,1,1,1,0,1,3,1,0,1,0,0,12,1,0,1,2021-12-06
12,1,1,2,1,1,1,0,0,2,0,0,1,0,1,10,3,0,0,
7,2,2,5,1,1,1,0,0,3,1,0,1,0,0,3,3,0,1,2021-03-29
10,5,1,12,1,0,2,0,0,1,0,0,1,0,5,2,3,0,1,2022-02-19
6,3,1,33,1,1,1,0,0,2,1,0,1,0,0,6,0,0,0,
4,5,1,19,1,0,2,0,0,2,0,0,1,0,0,7,0,0,1,2022-07-18
2,5,1,5,1,0,2,0,0,1,0,0,1,0,0,4,2,0,0,
14,1,1,19,1,1,1,0,0,4,1,0,1,1,1,7,1,0,0,
4,2,1,56,1,1,1,0,0,3,1,0,1,0,6,8,0,0,1,2021-08-08
17,0,1,13,0,0,0,0,3,0,0,0,0,0,6,6,1,0,1,2021-06-06
17,1,1,37,1,1,1,0,0,2,0,0,1,0,1,10,1,0,1,2021-10-26
15,5,1,15,1,1,1,0,0,2,0,0,2,0,2,6,1,0,0,
15,0,1,74,1,4,1,0,0,4,4,1,1,0,5,10,3,0,0,
18,1,1,15,1,0,2,0,0,1,0,0,1,0,0,4,1,0,1,2021-04-26
22,0,1,50,0,0,2,0,0,0,0,0,1,0,5,8,2,0,0,
19,5,1,2,1,0,2,0,0,3,0,0,1,0,2,10,2,0,0,
8,1,1,5,1,4,1,0,0,3,0,0,1,0,0,5,3,0,1,2021-05-31
13,2,1,45,1,0,2,0,0,2,0,0,1,0,1,8,1,0,0,
23,1,1,33,1,1,1,0,0,2,1,0,1,0,2,10,2,0,0,
18,1,1,24,1,0,2,0,0,2,0,0,1,0,6,6,1,0,1,2022-06-26
3,1,1,17,1,0,2,0,0,2,0,0,1,0,2,5,2,0,0,
17,2,1,19,1,1,1,1,0,3,1,0,1,0,5,2,1,0,1,2021-02-13
14,1,1,4,1,1,1,0,0,3,0,0,1,0,2,10,1,0,0,
14,2,2,16,1,0,2,0,1,3,0,0,1,0,1,12,1,0,1,2021-12-07
18,2,2,12,0,0,2,1,0,0,0,0,1,0,5,6,1,0,0,
4,1,1,7,1,1,1,0,0,3,0,0,1,0,4,10,0,0,1,2023-10-06
20,0,1,7,1,1,1,0,0,2,0,0,1,0,0,11,2,0,1,2023-11-27
5,2,1,40,0,0,2,0,0,0,0,1,1,0,3,12,0,0,1,2023-12-14
9,1,1,26,1,4,1,0,1,1,0,0,1,0,6,4,3,1,1,2021-04-11
6,6,1,46,1,1,1,1,0,2,1,0,1,0,6,6,0,0,0,
9,1,1,18,1,1,1,0,0,1,1,0,1,0,3,6,3,0,0,
6,1,1,50,1,1,1,0,0,2,1,0,1,0,2,9,0,0,1,2021-09-15
0,0,1,56,1,4,1,0,0,4,4,1,1,0,5,5,1,0,0,
19,1,1,12,1,0,3,0,0,3,0,0,1,0,4,3,1,0,0,
11,2,1,65,0,0,2,0,0,1,0,0,1,1,3,10,0,1,0,
22,2,2,1,1,1,1,0,0,3,1,1,1,0,4,3,2,0,0,
16,2,1,26,1,1,1,0,0,2,0,0,1,0,5,3,1,0,1,2023-03-18
4,5,1,46,1,1,1,0,0,3,0,0,1,0,5,10,0,0,1,2023-10-28
13,0,1,1,1,4,1,0,0,0,1,0,1,0,2,4,1,1,1,2023-04-12
17,2,1,15,0,1,1,0,0,4,4,1,1,0,1,4,1,1,0,
1,5,1,12,1,0,2,0,0,2,0,0,1,0,6,11,2,0,1,2022-11-06
14,1,1,19,1,1,1,0,0,2,0,0,1,0,3,10,1,0,0,
8,1,1,5,1,1,1,0,0,2,1,0,1,0,0,8,3,0,0,
14,1,1,45,1,1,1,0,0,2,1,0,1,0,0,10,1,0,0,
15,1,1,22,1,1,1,0,0,2,1,0,1,0,0,2,1,0,0,
20,2,1,7,1,1,1,0,0,2,0,0,2,0,2,6,2,0,1,2021-06-30
3,1,1,24,1,0,2,0,0,2,0,0,1,0,0,1,0,0,1,2023-01-02
14,1,1,7,0,2,1,0,0,0,8,1,1,0,5,11,1,0,0,
18,5,1,12,0,0,2,0,0,0,0,0,1,0,3,12,1,0,0,
23,0,1,20,1,1,1,0,0,2,0,0,1,0,5,4,2,0,1,2023-04-08
5,5,1,12,0,0,2,0,0,1,0,0,1,0,1,6,0,0,1,2022-06-28
7,1,1,2,1,1,1,0,0,1,0,0,1,0,6,10,3,0,1,2023-10-15
22,1,1,19,1,0,2,0,0,1,0,0,1,0,3,4,2,0,0,
12,2,2,22,0,0,2,0,0,0,0,0,1,0,5,8,3,0,1,2021-08-07
21,2,1,3,1,1,1,0,0,4,4,0,1,0,5,7,2,0,1,2023-07-22
11,0,1,12,1,0,2,0,1,3,0,0,1,0,3,12,3,0,1,2021-12-30
16,1,1,6,1,0,2,0,0,2,0,0,1,0,1,3,1,0,0,
20,2,1,33,0,0,2,0,0,0,0,0,1,0,4,9,2,0,0,
10,1,1,15,1,1,1,0,0,2,4,0,1,0,0,12,3,0,1,2023-12-11
23,5,1,4,1,1,1,0,0,3,0,0,1,0,2,1,2,0,0,
2,0,1,8,1,0,2,0,0,2,0,1,1,0,2,7,2,0,0,
13,1,1,15,1,1,1,0,0,2,1,0,1,0,0,10,1,0,1,2022-10-10
17,8,1,16,1,0,2,1,0,3,0,0,1,0,5,9,1,0,1,2021-09-11
20,1,1,10,1,0,2,0,0,2,0,0,1,0,4,1,2,0,1,2022-01-14
11,2,1,7,1,1,1,0,0,2,0,0,1,1,1,8,3,0,1,2023-08-01
23,5,1,23,1,0,2,0,0,0,0,0,1,0,5,12,2,0,1,2022-12-31
17,1,1,14,1,0,2,0,0,3,0,0,1,0,3,4,1,0,0,
23,2,1,20,1,0,2,0,3,3,1,0,1,0,6,8,2,0,1,2021-08-22
5,2,1,31,1,0,2,0,0,1,0,0,1,0,5,11,0,0,1,2022-11-19
22,2,1,2,1,1,1,0,0,0,1,0,4,0,5,9,2,0,0,
20,1,1,41,1,1,1,0,0,3,1,0,1,0,5,9,2,0,0,
2,2,1,31,1,0,2,0,0,2,0,1,1,0,4,12,2,0,1,2022-12-30
10,0,1,46,0,0,2,0,0,0,0,0,1,0,1,7,3,0,0,
12,5,1,21,0,0,2,0,1,0,0,0,1,0,3,8,3,0,0,
20,1,1,10,1,0,2,0,0,3,0,0,1,0,4,5,2,0,0,
8,2,1,3,1,1,1,1,0,2,0,0,1,0,6,1,3,0,0,
8,2,1,66,0,0,2,0,0,0,0,0,1,0,1,11,3,1,0,
21,5,1,2,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,
7,0,1,7,1,1,1,0,0,3,4,1,1,0,6,7,3,0,1,2023-07-09
5,1,1,19,1,0,2,0,0,1,0,0,1,0,6,8,0,0,1,2022-08-14
3,7,1,46,1,2,1,0,0,3,0,0,1,0,0,7,0,0,0,
20,1,1,19,1,1,1,0,0,2,1,0,1,0,6,7,2,0,1,2022-07-24
23,1,1,26,1,1,1,0,0,2,1,0,1,0,5,6,2,0,1,2022-06-18
21,7,1,25,0,1,1,0,0,0,1,0,0,0,3,9,2,0,0,
5,5,1,39,1,0,0,0,0,4,0,0,1,0,4,7,0,0,0,
6,5,1,20,1,0,2,0,0,2,0,0,1,0,3,6,0,0,0,
6,2,1,24,1,0,2,0,0,3,0,0,1,0,5,9,0,0,1,2023-09-09
6,1,1,26,1,1,1,0,0,1,0,0,1,0,3,2,0,0,1,2022-02-03
9,1,1,21,1,1,1,0,0,4,0,0,1,0,2,2,3,0,0,
19,0,2,21,0,0,0,0,0,0,0,0,1,0,1,7,2,0,0,
11,5,1,39,1,1,1,0,0,2,0,1,1,0,1,12,3,0,0,
23,2,2,71,1,0,3,0,0,1,0,0,1,0,1,8,2,0,1,2021-08-24
0,5,1,15,1,0,2,0,0,2,0,0,1,0,0,8,2,0,1,2023-08-07
14,2,2,26,1,0,2,0,0,3,0,0,1,0,4,12,1,0,0,
5,5,1,24,1,0,2,0,0,2,0,0,1,1,6,11,0,0,1,2023-11-19
21,1,1,7,1,0,2,0,0,2,0,0,1,0,1,8,2,0,0,
11,1,1,62,1,1,1,0,0,2,0,0,1,0,5,5,2,1,0,
12,1,1,30,1,0,2,0,0,2,0,0,1,0,4,2,3,0,0,
19,2,1,41,1,0,2,0,0,3,0,0,1,0,6,7,2,0,0,
22,2,1,47,1,1,1,0,0,1,2,1,1,0,3,10,2,0,1,2021-10-14
16,3,1,33,0,1,1,0,0,0,0,1,0,0,0,4,1,0,1,2023-04-24
13,6,2,2,1,5,1,0,0,3,1,0,1,0,3,11,1,0,0,
13,1,1,35,1,1,1,0,0,2,0,0,1,1,0,4,1,0,0,
8,1,1,46,1,1,1,0,1,2,0,0,1,0,3,9,3,0,1,2021-09-09
0,1,1,15,1,0,2,0,0,3,0,0,1,1,0,6,2,0,0,
21,1,1,1,1,1,1,0,0,3,0,0,1,0,3,12,2,0,0,
5,0,1,21,1,1,1,1,0,2,0,0,1,0,3,6,0,0,1,2023-06-08
14,1,1,8,0,0,2,0,1,0,0,0,1,0,1,3,1,0,1,2021-03-30
13,2,1,19,0,1,1,0,0,2,1,0,1,0,0,6,1,0,0,
19,2,1,12,1,0,2,0,3,3,0,0,1,0,2,6,2,0,1,2021-06-30
3,1,1,27,1,0,0,0,0,4,0,0,1,0,1,7,3,1,0,
4,0,1,1,1,4,1,0,0,2,0,0,1,0,6,10,0,0,0,
12,5,1,18,1,1,1,0,0,1,0,0,1,1,0,11,3,0,1,2021-11-08
1,0,1,6,1,5,1,0,0,3,0,0,1,0,0,1,2,0,0,
14,2,1,35,0,1,1,0,0,3,0,0,1,0,0,7,1,0,1,2021-07-12
18,0,1,7,1,1,1,0,0,2,0,0,1,0,5,1,1,0,1,2021-01-16
10,2,2,21,1,1,1,0,0,2,0,0,1,0,3,8,3,0,1,2021-08-05
6,5,1,4,1,1,1,0,0,1,1,0,1,0,3,4,0,0,1,2023-04-27
5,0,1,0,1,1,1,0,0,1,0,0,1,0,4,1,0,0,0,
5,2,1,28,0,0,2,0,0,0,0,0,1,0,5,10,0,0,1,2022-10-01
12,1,1,12,1,1,1,0,0,2,0,0,1,0,5,12,3,0,1,2022-12-03
6,2,1,11,1,1,1,0,0,3,0,0,1,0,4,2,0,0,0,
15,1,1,45,1,1,1,0,0,2,0,0,1,0,1,10,1,0,1,2023-10-10
15,1,1,3,1,0,2,0,0,1,0,0,1,0,4,7,1,0,0,
22,1,1,69,1,4,1,0,0,3,3,0,1,0,3,7,0,0,0,
6,0,1,29,1,0,2,0,0,1,0,0,1,0,1,11,0,1,1,2022-11-01
3,0,1,4,1,0,0,0,0,0,4,1,0,0,0,9,0,0,1,2022-09-12
2,7,1,12,1,4,1,0,0,3,0,1,1,0,6,7,2,0,0,
17,2,1,10,1,0,2,0,0,2,0,0,1,0,0,11,1,0,0,
8,0,1,21,1,0,2,0,0,2,0,0,1,0,4,4,3,0,1,2021-04-09
15,1,1,17,1,1,1,0,0,2,0,0,1,0,1,9,1,0,0,
23,0,1,21,1,1,1,0,0,3,0,0,1,0,0,12,2,0,1,2022-12-05
9,2,3,12,0,0,2,0,0,2,0,0,1,0,0,7,1,0,0,
2,0,1,70,1,1,1,0,0,2,0,1,1,0,1,4,2,0,0,
12,2,1,19,1,1,1,1,0,3,1,0,1,0,1,1,3,1,1,2023-01-17
16,2,2,28,0,0,2,0,1,0,4,0,1,1,5,1,1,0,1,2021-01-09
9,1,1,20,1,1,1,1,0,3,0,0,1,1,0,4,3,0,0,
19,7,1,20,1,0,2,0,0,3,0,0,1,0,3,10,2,0,1,2021-10-07
22,2,1,1,1,0,2,0,0,2,0,0,2,0,0,6,2,0,0,
15,1,1,49,1,4,1,0,0,3,0,0,1,0,3,5,2,0,0,
10,1,1,9,1,1,1,0,0,2,0,1,1,0,6,11,3,0,0,
13,2,1,4,1,1,1,0,0,0,0,0,1,0,3,4,1,0,1,2021-04-15
19,1,1,5,1,0,2,0,0,2,0,0,1,0,3,12,2,0,0,
4,1,1,5,1,1,1,0,0,3,0,0,1,0,4,10,0,0,0,
6,2,1,5,1,1,1,1,0,2,4,0,1,0,2,8,0,0,1,2023-08-23
1,5,1,46,0,0,2,0,0,0,0,1,1,0,4,11,2,0,0,
14,1,1,7,1,1,1,0,0,2,1,0,1,0,2,10,1,0,1,2021-10-20
17,1,1,7,1,1,1,0,0,3,1,0,1,0,3,5,1,0,1,2021-05-27
0,0,1,21,1,1,1,0,0,2,1,0,1,0,4,3,2,0,1,2021-03-05
7,2,1,42,1,1,1,0,0,2,0,1,1,0,2,7,3,0,1,2023-07-26
3,1,1,20,1,0,2,0,0,2,0,0,1,0,0,1,0,0,0,
10,2,1,44,1,0,2,0,0,1,0,0,2,0,2,6,3,0,0,
14,5,1,30,1,1,1,0,0,2,0,0,1,0,2,6,1,0,0,
6,4,1,19,1,1,1,0,0,2,1,1,1,0,3,6,0,0,1,2023-06-22
19,7,1,19,1,0,2,0,0,3,0,0,1,0,3,10,2,0,0,
23,1,1,28,1,1,1,0,3,4,1,0,1,0,4,6,3,0,0,
14,0,1,44,0,0,2,0,0,0,4,0,1,1,6,3,1,0,1,2022-03-13
3,1,1,20,1,0,2,0,0,2,0,1,1,0,1,11,0,1,0,
6,0,1,12,0,0,2,0,0,1,0,0,1,0,3,12,0,0,1,2023-12-14
18,2,1,9,1,0,2,0,0,2,0,0,1,0,1,11,1,1,0,
16,0,1,42,1,1,1,0,0,3,0,0,1,1,5,7,1,0,1,2022-07-23
8,1,1,4,1,1,1,0,0,2,1,0,1,0,3,10,3,0,0,
5,1,1,4,1,0,2,0,0,2,0,0,1,0,0,8,0,0,0,
18,2,1,3,1,1,1,0,0,3,1,0,1,0,3,9,1,0,0,
19,2,1,6,1,1,1,0,3,3,1,0,1,0,3,8,2,0,1,2021-08-26
14,1,1,12,0,2,1,0,0,0,8,1,1,0,5,11,1,0,1,2021-11-27
0,1,1,42,0,0,2,0,0,0,4,1,1,1,5,1,2,0,1,2023-01-28
4,5,1,33,1,0,2,0,0,0,0,0,1,0,6,4,0,1,1,2023-04-02
5,2,2,56,1,0,2,0,0,3,1,0,1,1,2,7,0,0,1,2022-07-20
22,1,1,1,1,0,2,0,0,1,0,0,1,1,6,3,2,0,0,
6,5,1,3,1,1,1,0,0,1,1,0,1,0,3,4,0,0,0,
18,1,1,21,1,1,1,0,0,2,1,0,1,0,1,12,1,0,0,
7,0,1,15,0,0,0,0,0,0,0,0,1,0,6,11,3,0,0,
9,1,1,15,1,1,1,0,3,4,1,0,1,0,4,8,3,0,1,2021-08-13
5,1,1,19,1,1,1,0,0,3,1,0,1,0,6,12,0,0,1,2021-12-19
22,0,1,1,1,4,1,1,0,3,1,0,1,0,1,11,2,1,0,
22,2,1,22,0,0,2,0,0,0,0,0,1,0,6,6,2,0,0,
19,2,1,29,1,1,1,0,0,2,0,0,2,0,5,7,2,0,0,
17,2,1,34,0,0,2,0,0,4,0,0,1,1,1,3,3,0,0,
10,1,1,37,1,1,1,0,0,3,1,0,1,0,2,2,3,0,0,
18,2,1,60,1,1,1,1,0,3,0,0,1,0,1,2,1,0,0,
20,2,2,8,0,0,2,0,0,0,0,0,1,1,6,1,2,0,1,2021-01-10
19,1,1,12,1,0,2,0,0,3,0,0,1,0,4,5,2,0,1,2021-05-28
15,0,1,3,1,0,2,0,0,1,0,0,1,0,2,2,1,0,0,
22,2,1,5,1,0,2,0,0,2,0,0,1,0,2,12,2,0,0,
8,3,1,19,1,1,1,0,0,2,0,0,1,0,3,9,3,0,1,2022-09-08
11,1,1,4,1,5,1,0,0,3,0,0,1,1,1,1,3,1,0,
2,6,1,27,1,0,2,0,0,3,0,0,0,0,2,8,1,0,0,
11,2,1,3,1,1,1,0,0,2,1,0,1,1,5,12,3,0,0,
4,1,1,21,1,0,2,1,0,2,0,0,1,0,3,7,0,0,1,2021-07-15
6,2,2,15,1,0,2,0,0,3,1,0,1,0,1,12,0,0,1,2021-12-14
23,1,1,12,0,0,2,0,0,1,0,0,1,0,5,5,2,0,1,2023-05-20
18,2,1,61,0,1,1,0,0,2,0,0,0,1,5,12,0,0,0,
5,6,1,7,0,0,2,0,0,0,0,0,1,0,3,1,0,0,1,2021-01-28
